"","card","description","type","status","category","sub_category"
"248","INFRA - processes terminating from ""Could not initialise Java Access Bridge support""","ISSUE
""ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Launch' on page 'Launch' - Could not initialise Java Access Bridge support - Failed to load Java Access Bridge DLL. The file could not be found in any of the following expected locations - 
Application Directory: C:\Program Files\Blue Prism Limited\Blue Prism Automate\WindowsAccessBridge-32.dll
System Directory: C:\Windows\SysWOW64\WindowsAccessBridge-32.dll
Windows Directory: C:\Windows\WindowsAccessBridge-32.dll
Current Directory: C:\Program Files\Blue Prism Limited\Blue Prism Automate\WindowsAccessBridge-32.dll""

IMPACT
Processes terminate

ROOT-CAUSE
TBC

WORK-AROUND
1. copy the folders in the shared folder location ""AIHUB\Required Files v1.1\4.1 - Java Access Bridge\""
2. drop them into the follow local VM folder location ""C:\""

RESOLUTION
https://trello.com/c/HdPgryke/122-infra-develop-solution-for-automatically-performing-maintenance-checks-on-production-vm-runtime-resources

LESSONS (good, bad, lucky)","PROBLEM","Completed (old)","INFRA","processes terminating from ""Could not initialise Java Access Bridge support"""
"249","INFRA - process saying they are Yes - Connected in the control room however the foreground Runtime Resource application says its unable to connect","**ISSUE**
process saying they are Yes - Connected in the control room however the foreground Runtime Resource application says its unable to connect

**IMPACT**
- sometimes processes are unable to run https://trello.com/c/NI24LgCU/2370-in02-vm-maintenance-process-terminated-on-rpaspr00081-at-26-august-2019-121836
- its confusing as to whether resources are connected or not

**ROOT-CAUSE**
Custom ""Keep Resource Alive"" windows Task in Windows Task Scheduler (see image)

**WORK-AROUND**
NA

**RESOLUTION**
1. https://trello.com/c/VgolGnZo/2384-infra-delete-blue-prism-windows-tasks-that-are-found-in-task-scheduler
2. https://trello.com/c/t7EdVdej/2385-infra-update-file-used-to-launch-resource-pc-on-all-prod-vms#
3. Restart VMs

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","process saying they are Yes - Connected in the control room however the foreground Runtime Resource application says its unable to connect"
"250","INFRA - multiple run-time resource running at the same time causing processes to terminate","ISSUE
Multiple Resource PCs were running in the background of the old VMs, potentially preventing processes to run on VM0000. This problem caused an incident for process 6 on the 22nd of May.

IMPACT
Process does not start

ROOT-CAUSE
TBC

WORK-AROUND
close multiple resources that are open

RESOLUTION
https://trello.com/c/hHpfOhZA/184-infra-process-saying-they-are-yes-connected-in-the-control-room-however-the-foreground-runtime-resource-application-says-its-una","PROBLEM","Completed (old)","INFRA","multiple run-time resource running at the same time causing processes to terminate"
"251","INFRA - VMs getting stuck connecting and then disconnecting repetitively is unable to connect to the application server properly","ISSUE
VMs getting stuck connecting and then disconnecting repetitively is unable to connect to the application server properly. So far this has effected the following VMs:

IMPACT
VMs are unavailable

ROOT-CAUSE
TBC 

WORKAROUND
1. Monitor VM
2. Extract Event Logs for investigation
3. Re-run process on different VM

RESOLUTION
https://trello.com/c/hHpfOhZA/184-infra-process-saying-they-are-yes-connected-in-the-control-room-however-the-foreground-runtime-resource-application-says-its-una","PROBLEM","Completed (old)","INFRA","VMs getting stuck connecting and then disconnecting repetitively is unable to connect to the application server properly"
"252","HYPERION - P60 process cannot login with password stored in a ""password-typed"" data item","**ISSUE**
P60 cannot sign in Hyperion with password stored in ""password-typed"" data item

**IMPACT**
P60 cannot run in PROD

**ROOT-CAUSE**
Unknown

**WORK-AROUND**
Save password in ""text-typed"" data item

**RESOLUTION**
Use write action instead of GSK to put in the password

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","HYPERION","P60 process cannot login with password stored in a ""password-typed"" data item"
"253","INFRA - processes currently using tags heavily (sometimes for unique identifiers) which is clogging up the BPATags table in the Prod Database","**ISSUE**
processes currently using tags heavily (sometimes for unique identifiers) which is clogging up the BPATags table in the Prod Database

**IMPACT**
processes terminate / perform slowly because they timeout / are slow to connect with the BPATags table

**ROOT-CAUSE**
processes using Tags excessively, sometimes as a unique Identifier

**WORK-AROUND**
1. clean fragmentation
2. rerun processes

**RESOLUTION**
https://trello.com/c/ILJD7xr7/148-infra-update-all-processes-that-use-tags-excessively-so-that-they-dont-create-massive-bpatag-tables-in-the-blue-prism-database

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","processes currently using tags heavily (sometimes for unique identifiers) which is clogging up the BPATags table in the Prod Database"
"254","BLUEPRISM - tag related actions tends to timeout","**ISSUE**
Processes that use tag to filter work queue item tends to timeout and terminate

**IMPACT**
random process termination

**ROOT-CAUSE**
1. Poor query design by blueprism
2. Too many tags in the BPATag table

**WORK-AROUND**
database defrag

**RESOLUTION**
1. clean up BPATag table
2. database sharding

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","BLUEPRISM","tag related actions tends to timeout"
"255","OUTLOOK - Outlook Mail Server Outage","**ISSUE**
Microsoft Outlook is failing to login.

**IMPACT**
P5 is stuck on ""warning"" stage/ unable to run (cannot access emails).

**ROOT-CAUSE**
Application-based/expected ICT issues.

**WORK-AROUND**
Terminate P5 until issue has been resolved.

**RESOLUTION**
Lodge fault ticket with ICT and follow-up promptly.

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","OUTLOOK","Outlook Mail Server Outage"
"256","INFRA - sometimes when processes are migrated to the Production Environment they are no longer published","**ISSUE**
sometimes when processes are migrated to the Production Environment they are no longer published

**IMPACT**
processes need to be published manually

**ROOT-CAUSE**
Blue Prism bug

**WORK-AROUND**
manually publish processes OR use Blue Prism AutomateC script to publish (.\AutomateC.exe /publish ""processname"" /user ""username"" ""password"")

**RESOLUTION**
1. Blue Prism fixes this in next release
2. https://trello.com/c/5d7KlIF8/169-infra-build-tool-to-automatically-publish-all-applications-in-the-production-environment

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","sometimes when processes are migrated to the Production Environment they are no longer published"
"257","OneStop (IE) - P10 Create invoice process needing respying on various elements","**ISSUE**
P10 Create invoice process needing respying on various elements

**IMPACT**
process terminated

**ROOT-CAUSE**
Respying caused by an unknown reason

**WORK-AROUND**
1. identify elements that require respying

**RESOLUTION**
respy elements

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","OneStop","OneStop (IE)P10 Create invoice process needing respying on various elements"
"258","P24 / P50 - Processing Credit Offers - business reported cases being missed by P50 and bot not having a mechanism to identify missed cases","**ISSUE**
business reported cases being missed by P50 and bot not having a mechanism to identify missed cases

**IMPACT**
business confidence is lost and they will not want to develop any other processes with us if it continues to occur

**ROOT-CAUSE**
system exception cases occurring in Process and then not getting reattempted

**WORKAROUND**
Force retry cases

**RESOLUTION**
https://trello.com/c/h6z0jqgW/1800-p50-processing-credit-offers-loader-update-process-so-that-it-gets-cases-that-need-to-be-processed-from-the-p24-queue-completed
https://trello.com/c/wfZ6CZxY/1799-p24-processing-credit-offers-update-process-so-that-the-reporting-component-is-separate-and-uses-the-queue-data-to-get-data-for
https://trello.com/c/JHh8U7Me/1798-p50-processing-credit-offers-update-process-so-that-the-reporting-component-is-separate-and-uses-the-queue-data-to-get-data-for
https://trello.com/c/PNRIBOSF/1796-p24-processing-credit-offers-change-process-so-that-it-has-a-unique-identifier
https://trello.com/c/hTDsQrCv/1795-p50-processing-credit-offers-change-process-so-that-it-has-a-unique-identifier
https://trello.com/c/ituCgkAZ/1794-p50-processing-credit-offers-change-process-so-that-it-terminates-when-its-unable-to-handle-system-exceptions-and-also-retires-s

**LESSONS (GOOD, IMPROVEMENTS, LUCKY)**","PROBLEM","Completed (old)","P24","P24 / Processing Credit Offers - business reported cases being missed by P50 and bot not having a mechanism to identify missed cases"
"259","P21 - Removing Sanctions (Loader) - process fails to identity cases to load queue","**ISSUE**
Process fails to identity cases to load queue

**IMPACT**
No cases were processed when there should have been and also no notification was sent for further investigation.

**ROOT-CAUSE**
(Page 5) Process did not run loop logic - 'Files' collection may have been empty. Append stage at end of loop never runs resulting in the 'FIN3003 Combined' Collection to have no rows. This caused the Count Rows stage on the Main Page to return 0.

**WORK-AROUND**
Manually rerun process.

**RESOLUTION**

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","P21","Removing Sanctions (Loader) - process fails to identity cases to load queue"
"260","P50 - process runs fine on VM30 but gives out error on VM78","**ISSUE**
P50 Runs Fine on VM30 but gives out error on VM78. VM settings to be compared and resolved

**IMPACT** 
Process terminates

**ROOT-CAUSE: BOT was unable to attach to right child index of the object and hence HTML spy mode was not appearing

**WORK-AROUND: Child Index value while attaching updated. Window Title attach option removed.

**LESSONS**
GOOD: Got to know about -extoff which switches off all the active components in the browser if sent along with the URL.

IMPROVEMENT: Child Index should always be taken care while working on an Browser based application","PROBLEM","Completed (old)","P50","process runs fine on VM30 but gives out error on VM78"
"261","P52 - Unconditional Documents Upload - process unable to handle for emails being moved by humans manually","**ISSUE**
process unable to handle for emails being moved by humans manually

**IMPACT**
If emails are moved manually by Humans, then the process will result in a system exception for each case and then eventually terminate

**ROOT-CAUSE**
process solution designed to bulk load cases to the queue (Queue Loader, Queue Processor) instead of processing cases one at a time (Single Queue Loader and Processor process e.g. Email SID labelling)

**WORK-AROUND**
1. Delete all pending items
2. Rerun process

**RESOLUTION**
https://trello.com/c/xrYCaBgV/2122-p52-unconditional-documents-upload-update-process-so-that-it-can-handle-for-emails-being-moved-by-humans-manually
Modified exception logic to not try to move email if error is related to not finding an email.
**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","P52","Unconditional Documents Upload - process unable to handle for emails being moved by humans manually"
"262","INFRA - schedules failing to run process tasks","**ISSUE:**
Schedules failing to run process tasks. The Schedule often starts, however its unable to start some of the tasks and so ""Aborts"" that task, which then starts the next task that is selected in the Schedule.

**IMPACT:**
Tasks that are supposed to run certain processes dont run and get skipped

**ROOT-CAUSE:**
Current hypothesis is that processes time out when attempting to query the database to start the Tasks because the fragementation percentage of certain tables in the database is too high (session table, process table, logs table). This high fragmentation could be caused by (1) high INSERT and DELETE operations to the tables and / or (2) the fact that the database is hosted on a shared SQL server. The excel document titled ""Problem Analysis"" includes the Application Event logs from 4 VMs that experienced this Problem between the 20th and the 25th of July. In each of the 4 examples, the same occurance is found where a process will complete however it fails to mark the process as COMPLETE in the Blue Prism database Session table (e.g. ""Failed to set session status on d2e7ce8f-2ead-4f9c-86e5-3d21891ae7a9 to COMPLETED : Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.""). This timeout then prevents the next scheduled task to run until at least a minute has passed (see P6 and P50 examples in excel document). The timeout prevents any other scheduled tasks from running because the VM connection gets aborted, showing an ""Warning"" error in the Application Event Logs (e.g. ""Disconnected 10.83.28.96 - System.IO.IOException: Unable to write data to the transport connection: An established connection was aborted by the software in your host machine. ---> System.Net.Sockets.SocketException: An established connection was aborted by the software in your host machine""). 

**WORK-AROUND:**
1. assess impact
2. contact business if impact is high
2. re-run process if possible

**RESOLUTION:**
Build script that regularly cleans the Fragmentation of the Database.

**LESSONS (good, bad, lucky):**","PROBLEM","Completed (old)","INFRA","schedules failing to run process tasks"
"263","INFRA - processes running and logging high volume of session log data to BluePrism Database","ISSUE
The following processes were identified as being key issues from the analysis:
1. P6 
2. P10
3. P21
4. P28 
5. P35
6. P7

IMPACT
BluePrism database performs slow and processes terminate with error message ""An error occurred setting the data : Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.""

ROOT-CAUSE
Best practice logging guides not being followed (see attached)

RESOLUTION
Update logging of processes","PROBLEM","Completed (old)","INFRA","processes running and logging high volume of session log data to BluePrism Database"
"264","OUTLOOK - processes terminating with error message ""specified cast is not valid""","**ISSUE**
processes terminating with error message ""specified cast is not valid"". When the process attempts to ""Get Mail"" using the Outlook VBO it throws the error message ""Specified cast is not valid"". This also occurs after attempting to open the ""HDRAC Ops"" outlook profile.

**IMPACT**
This problem seems to only be effecting the Email SID Labelling processes noted below:
- P35
- P34

**ROOT-CAUSE**
there are few types of mails which blueprism vbo code does not handle for eg: - outlook messages where sender email id is missing - these kinds of messages originated from outlook itself for eg:- giving a warning message as your mailbox is full, archive folder is almost full etc . if any such messages are there in your inbox, it will always fail irrespective of how many attempts you try. (https://www.rpaforum.net/threads/exception-thrown-by-code-stage-specified-cast-is-not-valid.10813/)

**WORK-AROUND**
Unknown

**RESOLUTION**
1. Issue seemed to have been resolved after moving profile schedules around
2. processes were getting 3 days of emails but the process is running every 12 hours

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","OUTLOOK","processes terminating with error message ""specified cast is not valid"""
"265","P103 - domestic account balance bot is using a different outlook profile setup","**ISSUE**
account balance bot is sign in directly to the outlook instead of delegate blueprism bot the access

**IMPACT**
any process uses the profile requires a dedicated VM

**ROOT-CAUSE**
blueprism bot does not have delegation access to the profile

**WORK-AROUND**
assign dedicated VM for the process

**RESOLUTION**
request email delegation for account balance profile

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","P103","domestic account balance bot is using a different outlook profile setup"
"266","Process - P5 Processor - Fix the issues raised by the business","**AS A**
Operational Engineer

**I WANT**
Fix all the issues raised by business 

**SO THAT**
Process is performing well ","PROBLEM","Completed (old)","Process","P5 Processor - Fix the issues raised by the business"
"267","P56 - Security Report Collation - Excel account must be blueprism.bot or subprocess (Service NSW) will terminate with error message ""Exception has been thrown by the target of an invocation.""","**ISSUE**
Subprocess *P56 - Service NSW (security_licence_check)* will not be able to open an Excel SharePoint file if the Excel is not licensed to blueprism.bot@sydney.edu.au.

**IMPACT**
Subprocess will terminate and the *security_licence_report* SQL table will not be updated.

**ROOT-CAUSE**
The subprocess accesses a SharePoint list. However, permission to view this list has been granted to the email blueprism.bot@sydney.edu.au only. If Excel is licensed to a different email (e.g. if it is using blueprism.bot5@sydney.edu.au), then the Excel SharePoint file will not be able to retrieve the data from the SharePoint list.

**WORK-AROUND**
Ensure that account being used for Excel is blueprism.bot@sydney.edu.au.

**RESOLUTION**
Ensure that account being used for Excel is blueprism.bot@sydney.edu.au.","PROBLEM","Completed (old)","P56","Security Report Collation - Excel account must be blueprism.bot or subprocess (Service NSW) will terminate with error message ""Exception has been thrown by the target of an invocation."""
"268","INFRA - Cannot run schedule on VM78 and task failing to run on VM100","**ISSUE**
On 2nd of September (Monday) VM78 was identified as having issues running processes from the Schedule. Also on the 12th Nov VM100 failed to start the second task in a schedule.

**IMPACT**
cannot run scheduled process on the VM

**ROOT-CAUSE**
TBD

**WORK-AROUND**
Option1: go to the VM and run schedule manually on the VM
Option2: try restarting the VM
Option3: Re-point Bot VM from BP Application Server VM002 (BluePrismProd1) to BP Application Server VM112 (BluePrismProd2)..
Option4: Reshedule all processes to run on different VM

**RESOLUTION**
TBC - issue seems to have disappeared

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","Cannot run schedule on VM78 and task failing to run on VM100"
"269","OUTLOOK - Fail to add new profile after 53 profiles in the outlook registry","**ISSUE**
Fail to add new profile 

**IMPACT**
cannot setup profile for the new processes

**ROOT-CAUSE**
Login page not loading - servers potentially down

**WORK-AROUND**
wait out the server issues
send email use microsoft exchange server object in the future

**RESOLUTION**


**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","OUTLOOK","Fail to add new profile after 53 profiles in the outlook registry"
"270","OFFICE - Microsoft Office credentials causing other processes to terminate because login Limit is reached","**ISSUE**
Microsoft Office credentials causing other processes to terminate because login Limit is reached

**IMPACT**
Confusion when installing new VMs and future issue for when automating installations such as processes terminating when attempting to use Excel because of login limit being reached

**ROOT-CAUSE**
maximum limit of Office logins being reached, often this is the BluePrismBot login because the current VM Maintenance Bot uses this login to reconfigure Outlook when it breaks

**WORK-AROUND**
The below steps will simply log out the user that has reached its limit (likely to be BluePrismBot) and re-login using the new user which has not yet reached its limit.

1. Open ""Resource Setup SOP"" in attached docs
2. Navigate to section ""Standard Runtime Resource VM Setup""
3. The 2nd Step is titled ""Install Office 365 Pro Plus"", using one of the credentials in this step, do the following
3.1. Open Excel
3.2. Sign out of all accounts currently logged into Excel (e.g. BluePrismBot)
3.3. Sign into Office 365 via Excel using the new credential

**RESOLUTION**
https://trello.com/c/2mJN9Ety/267-infra-shared-microsoft-office-licenses

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","OFFICE","Microsoft Office credentials causing other processes to terminate because login Limit is reached"
"271","OUTLOOK - unable to launch outlook causing multiple processes to have issues starting (error message ""Outlook Startup Error"")","PROBLEM
unable to launch outlook causing multiple processes to have issues starting. This issue has so far effected the following processes:
- P2
- P3
- P5
- P8
- P12
- P19
- P23
- P26
- P33

IMPACT
processes terminating

ROOT-CAUSE
current hypothesis is that this is due to build up of data from (1) sent and received emails and (2) the number of shared folders causing issues 

WORKAROUND
Increase wait time of Outlook Launch from 150 seconds to 300 seconds

RESOLUTION
Raise ticket with ICT to disable automapping for shared mail boxes
https://support.microsoft.com/en-us/help/2646504/how-to-remove-automapping-for-a-shared-mailbox-in-office-365
INC0104418","PROBLEM","Completed (old)","OUTLOOK","unable to launch outlook causing multiple processes to have issues starting (error message ""Outlook Startup Error"")"
"272","SITS Portal - Engineering faculty name is changed","**ISSUE**
cannot navigate to ""Engineering and IT"" faculty

**IMPACT**
cannot choose the ""engineering"" in the dropdown for SITS Portal

**ROOT-CAUSE**
Faculty ""Engineering and Information Technology"" is changed to ""Engineering"" 

**WORK-AROUND**


**RESOLUTION**
https://trello.com/c/R6y09aB3/2626-sits-portal-update-the-spying-for-faculty-list-in-the-manage-student-special-permission

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","SITS","SITS Engineering faculty name is changed"
"273","P14.3 - Queue Processor V2 - Process Output file only stored in runtime memory","ISSUE:
One of the 3 reports the bot generates, the ""BOT Process Output"" is only stored in runtime memory. If there is a crash, or the exception handling fails, this data will be lost. This report is valuable to P14 stakeholders.

IMPACT: 
Bot Process Output report will be lost with no possibility of recovery

ROOT - CAUSE:
Process has no ""write as you go"" solution to an excel file or queue storage option

WORKAROUND:
Two solutions:
1.
Run bot in debug mode and breakpoint on the main page recover stage to stop the bot and manually process the exception. 

2.
Rely on existing exception handling to write out the output data as per the existing code.

RESOLUTION:
Add an additional queue to store this data or use a ""write as you go"" solution to write data to a form of non-volatile storage.","PROBLEM","Completed (old)","P14","P14.Queue Processor V2 - Process Output file only stored in runtime memory"
"274","P14.3 - Microsoft Teams Elements not Identified","ISSUE:
P14.3 is unable to identify Microsoft Teams element.

IMPACT: 
P14.1 unable to download files and P14.3 unable to move files in Microsoft Teams.

ROOT - CAUSE:
Updates in IE or Microsoft Teams might have caused this.

WORKAROUND:
Re-spying the elements.

RESOLUTION:
Heavy re-spy/testing of Microsoft Teams elements.","PROBLEM","Completed (old)","P14","P14.Microsoft Teams Elements not Identified"
"275","P14.3 - Different Operation in Control Room","ISSUE:
P14.3 is unable to identify UI elements in Sydney Student web when doing a control room run. It will however work when run in debug mode.

IMPACT: 
P14.3 is unable to be run in the control room

ROOT - CAUSE:
Unknown, all elements correctly highlight when checked in the application modeler or when run in debug mode. This issue is exclusive to control room
*UPDATE 01/07/2019*
Issue appears to be Sydney Student Web not registering mouseclicks on the exit button.

WORKAROUND:
Run P14.3 in debug mode

RESOLUTION:
Heavy re-spy/testing of Sydney Student web object","PROBLEM","Completed (old)","P14","P14.Different Operation in Control Room"
"276","WorkSpaces - application down","**ISSUE**
The application https://workspaces.usyd.edu.au/ seems to be down as its not able to be accessed

**IMPACT**
all processes that use SharePoint via this application will continue to terminate until resolved (P92 Loader, P83 Processor)

**ROOT-CAUSE**
https://workspaces.usyd.edu.au/ being down

**WORK-AROUND**
NA

**RESOLUTION**
Raise Ticket with ICT to let them know about the incident (INC0107597)

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","WorkSpaces","application down"
"277","INFRA - BluePrism work queue item cannot filter properly","**ISSUE**
BluePrism work queue item cannot filter properly

**IMPACT**
filtering cant be applied

**ROOT-CAUSE**
BluePrism bug

**WORK-AROUND**
NA

**RESOLUTION**
https://trello.com/c/h4ruzaAQ/207-infra-upgrade-to-bp-651

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","BluePrism work queue item cannot filter properly"
"278","INFRA - Processes having issues accessing queue data","**ISSUE**
Processes having issues accessing queue data

**IMPACT**
processes timeout when attempting to access Queue data

**ROOT-CAUSE**
BPAWorkQueueItem table gets fragmented

**WORK-AROUND**
clean Fragmentation of BP database

**RESOLUTION**
1. short term = https://trello.com/c/UKt0WxFj/134-infra-shard-existing-blueprismpro-database-into-blueprismpro2 
2. medium term = https://trello.com/c/h4ruzaAQ/207-infra-upgrade-to-bp-651
3. long term = https://trello.com/c/J2PWbdr2/111-infra-migrate-from-on-prem-database-and-application-servers-to-azure-cloud-infrastructure-and-setup-database-with-a-dedicated-sq

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","INFRA","Processes having issues accessing queue data"
"279","EXCEL - logged in user gets automatically signed out of application after closing and opening it","**ISSUE**
logged in user gets automatically signed out of application after closing and opening it

**IMPACT**
minimal as the User gets logged out however the actual license that the VM consumes for accessing Excel stays valid so that application works completely

**ROOT-CAUSE**
If a user is logged in that is different to the user that was originally logged in using Office 365 then this issue will occur

**WORK-AROUND**
if process requires specific User to be logged in then move the process to a VM that does not have this issue

**RESOLUTION**
1. Sign out of Office 365 from opening up Excel and signing out
2. Uninstall Office 365 from the VM
3. Resinstall Office 365 on the VM
4. Open up Excel and use the unikey you want to apply to the VM

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","EXCEL","logged in user gets automatically signed out of application after closing and opening it"
"280","P92 - process terminating with error message ""Cannot open edit window""","**ISSUE**
process terminating with error message ""Cannot open edit window""

**IMPACT** 
process is unable to work cases

**ROOT-CAUSE** 
Compatibility setting needs to be enabled so that forms can be opened

**WORK-AROUND**

**RESOLUTION** 
https://sharepoint.stackexchange.com/questions/116736/fix-addeventlistener-error-in-ie11-without-access-to-master-pages
                

**LESSONS**
GOOD:
IMPROVEMENT:
LUCKY:","PROBLEM","Completed (old)","P92","process terminating with error message ""Cannot open edit window"""
